GroupName, GroupOrder, E(G)value, E(G)value_decimal
S2501,5002,2004234/1667,1202.2999400119977
S2502,5004,3515492/5003,702.67679392364585
S2503,5006,6267512/5005,1252.2501498501499
S2504,5008,4204258/5007,839.67605352506496
S2505,5010,4080290/5009,814.59173487722103
S2506,5012,4115338/5011,821.26082618239877
S2507,5014,1991308/1671,1191.6864153201675
S2508,5016,2936636/5015,585.57048853439676
S2509,5018,5822966/5017,1160.6470001993223
S2510,5020,188492/239,788.6694560669456
S2511,5022,4586472/5021,913.45787691694886
S2512,5024,4193326/5023,834.82500497710532
S2513,5026,1843838/1675,1100.7988059701493
S2514,5028,3683030/5027,732.64969166500896
S2515,5030,5307676/5029,1055.4137999602306
S2516,5032,2390/3,796.66666666666663
S2517,5034,703802/719,978.86230876216973
S2518,5036,4756504/5035,944.68798411122145
S2519,5038,1933560/1679,1151.6140559857058
S2520,5040,2373608/5039,471.04743004564398
S2521,5042,6357962/5041,1261.2501487800039
S2522,5044,1463822/1681,870.80428316478287
S2523,5046,958196/1009,949.64915758176414
S2524,5048,4377888/5047,867.42381612839313
S2525,5050,1755890/1683,1043.3095662507428
S2526,5052,3718292/5051,736.14967333201344
S2527,5054,5328668/5053,1054.5553136750445
S2528,5056,4214384/5055,833.70603363006921
S2529,5058,4804598/5057,950.08859007316596
S2530,5060,3550510/5059,701.8205178889109
S2531,5062,2136164/1687,1266.2501481920569
S2532,5064,3417010/5063,674.89828165119491
S2533,5066,6025534/5065,1189.6414610069103
S2534,5068,1402672/1689,830.47483718176431
S2535,5070,3903656/5069,770.10376800157826
S2536,5072,4312510/5071,850.42595148885823
S2537,5074,2063478/1691,1220.2708456534594
S2538,5076,507794/725,700.40551724137936
S2539,5078,6449060/5077,1270.2501477250344
S2540,5080,1233924/1693,728.83874778499705
S2541,5082,4044802/5081,796.06416059830747
S2542,5084,4588396/5083,902.6944717686406
S2543,5086,2156464/1695,1272.2501474926253
S2544,5088,3305216/5087,649.7377629251032
S2545,5090,776446/727,1068.0137551581843
S2546,5092,1518786/1697,894.98291101944608
S2547,5094,4873320/5093,956.86628706067154
S2548,5096,3633522/5095,713.15446516192344
S2549,5098,2166650/1699,1275.2501471453797
S2550,5100,2991992/5099,586.78015297117076
S2551,5102,6510152/5101,1276.2501470299942
S2552,5104,431728/567,761.42504409171079
S2553,5106,4735922/5105,927.70264446620956
S2554,5108,4893466/5107,958.18797728607797
S2555,5110,1584060/1703,930.15854374633
S2556,5112,3340652/5111,653.62003521815689
S2557,5114,6540806/5113,1279.2501466849208
S2558,5116,1636268/1705,959.6879765395895
S2559,5118,727488/731,995.19562243502048
S2560,5120,3675142/5119,717.94139480367255
S2561,5122,2022454/1707,1184.8002343292326
S2562,5124,3311006/5123,646.30216669919969
S2563,5126,6005452/5125,1171.795512195122
S2564,5128,1505926/1709,881.17378583967229
S2565,5130,3945170/5129,769.18892571651395
S2566,5132,4939552/5131,962.68797505359578
S2567,5134,2062952/1711,1205.6995908825249
S2568,5136,3419378/5135,665.89639727361248
S2569,5138,5781026/5137,1125.3700603465059
S2570,5140,461122/571,807.56917688266196
S2571,5142,5140292/5141,999.86228360241194
S2572,5144,4546020/5143,883.92377989500289
S2573,5146,43146/35,1232.7428571428572
S2574,5148,3194288/5147,620.61161841849616
S2575,5150,288384/271,1064.1476014760149
S2576,5152,1244374/1717,724.73733255678508
S2577,5154,5164314/5153,1002.1956142053173
S2578,5156,4985854/5155,967.18797284190111
S2579,5158,2217940/1719,1290.2501454333915
S2580,5160,38014/67,567.37313432835822
S2581,5162,6373390/5161,1234.9137763999224
S2582,5164,1667112/1721,968.68797210923879
S2583,5166,4309508/5165,834.3674733785092
S2584,5168,4031644/5167,780.26785368685887
S2585,5170,1682374/1723,976.42135809634362
S2586,5172,3897122/5171,753.64958421968674
S2587,5174,884492/739,1196.8768606224628
S2588,5176,1534256/1725,889.42376811594204
S2589,5178,168146/167,1006.8622754491018
S2590,5180,3616276/5179,698.25757868314349
S2591,5182,2238624/1727,1296.250144759699
S2592,5184,3366226/5183,649.47443565502601
S2593,5186,6726242/5185,1297.2501446480233
S2594,5188,129434/133,973.18796992481202
S2595,5190,4379468/5189,843.99074966274816
S2596,5192,4184674/5191,806.14024272779807
S2597,5194,1932550/1731,1116.4355863662622
S2598,5196,3933392/5195,757.14956689124153
S2599,5198,6422296/5197,1235.7698672310948
S2600,5200,3522470/5199,677.52837084054624
S2601,5202,4816942/5201,926.1568929052105
S2602,5204,5079106/5203,976.18796847972328
S2603,5206,2132108/1735,1228.8806916426513
S2604,5208,3087748/5207,592.9994238525062
S2605,5210,5694550/5209,1093.2136686504127
S2606,5212,1698244/1737,977.68796776050658
S2607,5214,4793864/5213,919.59792825628233
S2608,5216,4520812/5215,866.88628954937678
S2609,5218,2269830/1739,1305.2501437607821
S2610,5220,3129578/5219,599.65089097528266
S2611,5222,5971772/5221,1143.7985060333269
S2612,5224,1562850/1741,897.67375071797812
S2613,5226,4866102/5225,931.31138755980862
S2614,5228,5126056/5227,980.68796632867804
S2615,5230,273256/249,1097.4136546184739
S2616,5232,3548904/5231,678.43701013190594
S2617,5234,6851306/5233,1309.2501433212306
S2618,5236,1304774/1745,747.72148997134673
S2619,5238,5099448/5237,973.73458086690857
S2620,5240,3939400/5239,751.93739263218174
S2621,5242,2290754/1747,1311.2501431024614
S2622,5244,74636/107,697.53271028037386
S2623,5246,6620672/5245,1262.2825548141086
S2624,5248,1495606/1749,855.12064036592335
S2625,5250,135330/181,747.67955801104972
S2626,5252,4762822/5251,907.03142258617402
S2627,5254,2210532/1751,1262.43974871502
S2628,5256,3532702/5255,672.25537583254049
S2629,5258,6319270/5257,1202.0677192315009
S2630,5260,1448800/1753,826.468910439247
S2631,5262,5383032/5261,1023.1955901919787
S2632,5264,4004650/5263,760.90632718981567
S2633,5266,2311774/1755,1317.2501424501424
S2634,5268,4043210/5267,767.64951585342703
S2635,5270,5342692/5269,1013.9859555892958
S2636,5272,1591708/1757,905.92373363688102
S2637,5274,5224250/5273,990.75478854542007
S2638,5276,5220604/5275,989.68796208530807
S2639,5278,1831280/1759,1041.0915292779989
S2640,5280,2795486/5279,529.5483993180527
S2641,5282,6585050/5281,1246.9323991668246
S2642,5284,1745482/1761,991.18796138557639
S2643,5286,776036/755,1027.8622516556291
S2644,5288,4804158/5287,908.67372801210513
S2645,5290,45830/43,1065.8139534883721
S2646,5292,313912/481,652.62370062370064
S2647,5294,7009256/5293,1324.2501416965804
S2648,5296,4702228/5295,888.05061378659116
S2649,5298,5456946/5297,1030.1955824051349
S2650,5300,4314490/5299,814.20834119645212
S2651,5302,2141884/1767,1212.1584606677986
S2652,5304,3305600/5303,623.34527625872147
S2653,5306,6165614/5305,1162.2269557021677
S2654,5308,1761372/1769,995.68795929903899
S2655,5310,4390172/5309,826.93011866641552
S2656,5312,4654492/5311,876.38712106947844
S2657,5314,2354102/1771,1329.2501411631847
S2658,5316,4117262/5315,774.64948259642517
S2659,5318,7072940/5317,1330.2501410569871
S2660,5320,1137446/1773,641.53750705019741
S2661,5322,5506502/5321,1034.8622439391092
S2662,5324,4877116/5323,916.23445425511932
S2663,5326,2364744/1775,1332.2501408450705
S2664,5328,3501786/5327,657.36549652712597
S2665,5330,5415706/5329,1016.2705948583224
S2666,5332,1684094/1777,947.71750140686549
S2667,5334,4822236/5333,904.22576411025693
S2668,5336,412676/485,850.87835051546392
S2669,5338,2230642/1779,1253.8740865654863
S2670,5340,3459692/5339,648.00374601985391
S2671,5342,7136912/5341,1336.2501404231418
S2672,5344,1581992/1781,888.26052779337454
S2673,5346,4921202/5345,920.71131898970998
S2674,5348,4686886/5347,876.5449784926127
S2675,5350,1971684/1783,1105.8238923163208
S2676,5352,3817390/5351,713.39749579517843
S2677,5354,7169006/5353,1339.2501401083505
S2678,5356,235912/255,925.14509803921567
S2679,5358,5198720/5357,970.45361209632256
S2680,5360,3999328/5359,746.28251539466316
S2681,5362,2098854/1787,1174.5125909345272
S2682,5364,4041062/5363,753.50773820622783
S2683,5366,7201172/5365,1342.2501397949675
S2684,5368,1491816/1789,833.88261598658471
S2685,5370,51530/59,873.38983050847457
S2686,5372,5052868/5371,940.76857196052879
S2687,5374,2407552/1791,1344.250139586823
S2688,5376,76586/125,612.68799999999999
S2689,5378,7233410/5377,1345.2501394829831
S2690,5380,1515746/1793,845.36865588399326
S2691,5382,4860920/5381,903.34881992194755
S2692,5384,4980210/5383,925.17369496563254
S2693,5386,2418314/1795,1347.2501392757661
S2694,5388,4229600/5387,785.1494338221645
S2695,5390,4902820/5389,909.78289107441083
S2696,5392,4874410/5391,904.17547764793176
S2697,5394,5303714/5393,983.44409419618023
S2698,5396,5120554/5395,949.12956441149208
S2699,5398,2429100/1799,1350.2501389660922
S2700,5400,3140256/5399,581.63659937025375
S2701,5402,7012982/5401,1298.459914830587
S2702,5404,1595252/1801,885.75902276513045
S2703,5406,5274032/5405,975.76910268270126
S2704,5408,4540498/5407,839.74440540040689
S2705,5410,2046790/1803,1135.2135330005547
S2706,5412,547226/773,707.92496765847352
S2707,5414,7330556/5413,1354.2501385553298
S2708,5416,88414/95,930.67368421052629
S2709,5418,4745178/5417,875.97895514122206
S2710,5420,4615192/5419,851.66857353755302
S2711,5422,2450744/1807,1356.2501383508577
S2712,5424,3815180/5423,703.51834777798263
S2713,5426,7363082/5425,1357.2501382488479
S2714,5428,193030/201,960.34825870646762
S2715,5430,4794836/5429,883.18953766807886
S2716,5432,4410480/5431,812.0935371018229
S2717,5434,1994298/1811,1101.2136940916621
S2718,5436,4150568/5435,763.67396504139833
S2719,5438,7395680/5437,1360.250137943719
S2720,5440,26674/37,720.91891891891896
S2721,5442,5757642/5441,1058.1955522881824
S2722,5444,5558326/5443,1021.1879478228918
S2723,5446,2165188/1815,1192.9410468319559
S2724,5448,3955778/5447,726.23058564347343
S2725,5450,6139182/5449,1126.6621398421728
S2726,5452,1760336/1817,968.81452944413866
S2727,5454,790100/779,1014.2490372272143
S2728,5456,4449118/5455,815.60366636113656
S2729,5458,2483390/1819,1365.2501374381529
S2730,5460,2982650/5459,546.37296208096723
S2731,5462,7461092/5461,1366.2501373374839
S2732,5464,1709780/1821,938.92366831411312
S2733,5466,5808542/5465,1062.8622140896614
S2734,5468,5607436/5467,1025.6879458569599
S2735,5470,2092464/1823,1147.8134942402633
S2736,5472,3583304/5471,654.96326082983001
S2737,5474,458242/421,1088.4608076009501
S2738,5476,1826666/1825,1000.9128767123287
S2739,5478,5294516/5477,966.68176008763919
S2740,5480,4309702/5479,786.58550830443517
S2741,5482,2505274/1827,1371.2501368363437
S2742,5484,4381736/5483,799.14937078241837
S2743,5486,6962312/5485,1269.3367365542388
S2744,5488,4432036/5487,807.73391652997998
S2745,5490,4695230/5489,855.38895973765716
S2746,5492,5656762/5491,1030.1879439082134
S2747,5494,2421212/1831,1322.3440742763516
S2748,5496,575128/785,732.6471337579618
S2749,5498,7559750/5497,1375.2501364380571
S2750,5500,482388/611,789.50572831423892
S2751,5502,5131832/5501,932.89074713688422
S2752,5504,4940420/5503,897.76848991459201
S2753,5506,2527254/1835,1377.250136239782
S2754,5508,4035806/5507,732.85019066642451
S2755,5510,837364/787,1063.9949174078781
S2756,5512,144450/167,864.97005988023955
S2757,5514,5911014/5513,1072.195537819699
S2758,5516,4986592/5515,904.18712601994559
S2759,5518,2432680/1839,1322.8276237085372
S2760,5520,3210266/5519,581.6753034970103
S2761,5522,6970882/5521,1262.6122079333454
S2762,5524,1907622/1841,1036.1879413362303
S2763,5526,5736048/5525,1038.1987330316742
S2764,5528,5250228/5527,949.92364754839878
S2765,5530,1856906/1843,1007.5453065653825
S2766,5532,4458812/5531,806.14934008316754
S2767,5534,7659056/5533,1384.2501355503343
S2768,5536,188666/205,920.32195121951224
S2769,5538,781238/791,987.6586599241466
S2770,5540,4822078/5539,870.56833363423004
S2771,5542,2404884/1847,1302.0487276664862
S2772,5544,3208226/5543,578.78874255818153
S2773,5546,7409494/5545,1336.2477908025248
S2774,5548,1805000/1849,976.20335316387241
S2775,5550,157000/179,877.09497206703907
S2776,5552,5168260/5551,931.05026121419564
S2777,5554,2571502/1851,1389.2501350621285
S2778,5556,4497602/5555,809.6493249324933
S2779,5558,6765716/5557,1217.5123267950332
S2780,5560,1478944/1853,798.13491635186188
S2781,5562,5752890/5561,1034.5063837439309
S2782,5564,5348116/5563,961.37264066151363
S2783,5566,2270004/1855,1223.721832884097
S2784,5568,3892520/5567,699.2132207652237
S2785,5570,6509122/5569,1168.8134314957802
S2786,5572,1696186/1857,913.40118470651589
S2787,5574,6040364/5573,1083.8621927148754
S2788,5576,4933498/5575,884.9323766816143
S2789,5578,2593770/1859,1395.2501344809036
S2790,5580,511916/797,642.30363864491846
S2791,5582,7792472/5581,1396.250134384519
S2792,5584,5228062/5583,936.42521941608459
S2793,5586,5050086/5585,904.22309758281108
S2794,5588,144178/151,954.82119205298011
S2795,5590,1987756/1863,1066.9651100375738
S2796,5592,4167980/5591,745.48023609372206
S2797,5594,7826006/5593,1399.2501340961917
S2798,5596,1957668/1865,1049.6879356568365
S2799,5598,5886668/5597,1051.7541540110774
S2800,5600,3836512/5599,685.21378817646007
S2801,5602,2616134/1867,1401.2501339046598
S2802,5604,4575686/5603,816.64929502052473
S2803,5606,7859612/5605,1402.250133809099
S2804,5608,1801106/1869,963.67362225789191
S2805,5610,4460150/5609,795.17739347477266
S2806,5612,5573992/5611,993.40438424523256
S2807,5614,2300952/1871,1229.7979690005345
S2808,5616,3698412/5615,658.66642920747995
S2809,5618,7749978/5617,1379.7361580915078
S2810,5620,1654174/1873,883.1681793913508
S2811,5622,877836/803,1093.1955168119553
S2812,5624,5035032/5623,895.43517695180503
S2813,5626,2525698/1875,1347.0389333333333
S2814,5628,3999596/5627,710.78656477696813
S2815,5630,511552/433,1181.4133949191687
S2816,5632,1618444/1877,862.25039957378794
S2817,5634,5962710/5633,1058.5318657908751
S2818,5636,5957254/5635,1057.1879325643301
S2819,5638,2649860/1879,1410.2501330494945
S2820,5640,3503210/5639,621.24667494236564
S2821,5642,6290822/5641,1115.1962418010992
S2822,5644,206688/209,988.93779904306223
S2823,5646,6197432/5645,1097.8621789193976
S2824,5648,5348698/5647,947.17513724101298
S2825,5650,2199982/1883,1168.3388210302708
S2826,5652,4487870/5651,794.17271279419572
S2827,5654,7308676/5653,1292.8844861135681
S2828,5656,122652/145,845.87586206896549
S2829,5658,5829566/5657,1030.5048612338696
S2830,5660,5033500/5659,889.46810390528367
S2831,5662,2523280/1887,1337.1913089560148
S2832,5664,586142/809,724.52657601977751
S2833,5666,8028722/5665,1417.25013239188
S2834,5668,1850250/1889,979.48650079407093
S2835,5670,4449332/5669,784.8530605044981
S2836,5672,5527374/5671,974.67360253923471
S2837,5674,2683802/1891,1419.2501322051824
S2838,5676,4217792/5675,743.22325991189427
S2839,5678,1082008/811,1334.1652281134402
S2840,5680,499388/631,791.4231378763867
S2841,5682,6276722/5681,1104.86217215279
S2842,5684,5130022/5683,902.6961112088685
S2843,5686,2695164/1895,1422.2501319261214
S2844,5688,376460/517,728.16247582205028
S2845,5690,6792742/5689,1194.0133591140798
S2846,5692,2025404/1897,1067.6879283078545
S2847,5694,5783136/5693,1015.8327770946777
S2848,5696,5355634/5695,940.40983318700614
S2849,5698,2122702/1899,1117.7998946814112
S2850,5700,3758462/5699,659.4949991226531
S2851,5702,8131052/5701,1426.2501315558675
S2852,5704,1732630/1901,911.4308258811152
S2853,5706,6116258/5705,1072.0872918492551
S2854,5708,470032/439,1070.6879271070616
S2855,5710,2280200/1903,1198.2133473462952
S2856,5712,3539150/5711,619.70758185956925
S2857,5714,8165306/5713,1429.250131279538
S2858,5716,2042518/1905,1072.1879265091864
S2859,5718,6356516/5717,1111.8621654714011
S2860,5720,575908/817,704.90575275397794
S2861,5722,2729394/1907,1431.2501310959622
S2862,5724,4529960/5723,791.53590774069539
S2863,5726,7181264/5725,1254.3692576419214
S2864,5728,1818100/1909,952.38344683080152
S2865,5730,5340506/5729,932.18816547390475
S2866,5732,6161902/5731,1075.1879253184436
S2867,5734,53908/39,1382.2564102564102
S2868,5736,4385726/5735,764.729904097646
S2869,5738,7775030/5737,1355.2431584451804
S2870,5740,1483736/1913,775.60690015682178
S2871,5742,5510564/5741,959.86134819717824
S2872,5744,5532232/5743,963.30001741250214
S2873,5746,2415326/1915,1261.2668407310705
S2874,5748,687710/821,837.64920828258221
S2875,5750,6607396/5749,1149.3122282136023
S2876,5752,1894808/1917,988.4235785080856
S2877,5754,5614286/5753,975.88840604901793
S2878,5756,6213604/5755,1079.6879235447436
S2879,5758,2763840/1919,1440.2501302761855
S2880,5760,3504170/5759,608.46848411182498
S2881,5762,7998122/5761,1388.3218191286235
S2882,5764,1892362/1921,985.09213951067147
S2883,5766,6268392/5765,1087.3186470078058
S2884,5768,62982/73,862.76712328767121
S2885,5770,2328394/1923,1210.8133125325014
S2886,5772,4400672/5771,762.54929821521398
S2887,5774,8337656/5773,1444.2501299151222
S2888,5776,96898/105,922.83809523809521
S2889,5778,6210398/5777,1075.0212913276787
S2890,5780,4975282/5779,860.92438138086175
S2891,5782,2399168/1927,1245.0275038920602
S2892,5784,4459540/5783,771.14646377312818
S2893,5786,7654462/5785,1323.1567847882454
S2894,5788,2094292/1929,1085.6879212026956
S2895,5790,779024/827,941.98790810157197
S2896,5792,5577142/5791,963.07062683474362
S2897,5794,2798502/1931,1449.2501294665976
S2898,5796,65498/95,689.45263157894738
S2899,5798,250916/187,1341.7967914438502
S2900,5800,1555034/1933,804.46663217796174
S2901,5802,6544662/5801,1128.1954835373213
S2902,5804,6317656/5803,1088.687920041358
S2903,5806,2810104/1935,1452.2501291989663
S2904,5808,4045528/5807,696.66402617530571
S2905,5810,6152530/5809,1059.1375451885006
S2906,5812,162438/149,1090.1879194630872
S2907,5814,5717792/5813,983.62153793222092
S2908,5816,5811648/5815,999.42355975924329
S2909,5818,2821730/1939,1455.2501289324393
S2910,5820,4112852/5819,706.79704416566415
S2911,5822,8163232/5821,1402.376224016492
S2912,5824,4616756/5823,792.84835995191486
S2913,5826,6598922/5825,1132.8621459227468
S2914,5828,6047086/5827,1037.7700360391282
S2915,5830,2144132/1943,1103.5162120432321
S2916,5832,4390222/5831,752.91064997427543
S2917,5834,8511806/5833,1459.250128578776
S2918,5836,2129168/1945,1094.6879177377891
S2919,5838,5779920/5837,990.22100394038034
S2920,5840,4752910/5839,813.99383456071246
S2921,5842,2706454/1947,1390.0636877247048
S2922,5844,4976186/5843,851.64915283244909
S2923,5846,8221124/5845,1406.5224978614201
S2924,5848,1810756/1949,929.06926629040538
S2925,5850,4995466/5849,854.07180714652077
S2926,5852,4917268/5851,840.41497179969235
S2927,5854,2856752/1951,1464.2501281394157
S2928,5856,4388072/5855,749.45721605465417
S2929,5858,8217970/5857,1403.1022707870923
S2930,5860,28550/31,920.9677419354839
S2931,5862,6680732/5861,1139.8621395666269
S2932,5864,537090/533,1007.6735459662289
S2933,5866,2512338/1955,1285.0833759590794
S2934,5868,4838348/5867,824.67155275268453
S2935,5870,7229512/5869,1231.8132560913273
S2936,5872,5781760/5871,984.7998637370124
S2937,5874,870302/839,1037.3087008343266
S2938,5876,5967322/5875,1015.7143829787234
S2939,5878,2880220/1959,1470.2501276161306
S2940,5880,3403196/5879,578.87327776832797
S2941,5882,8129542/5881,1382.3400782179901
S2942,5884,2164332/1961,1103.6879143294238
S2943,5886,6445716/5885,1095.278844519966
S2944,5888,5543848/5887,941.71020893494142
S2945,5890,2237294/1963,1139.7320427916454
S2946,5892,5058302/5891,858.64912578509586
S2947,5894,7609196/5893,1291.2262005769558
S2948,5896,1802126/1965,917.11246819338419
S2949,5898,6763046/5897,1146.8621332881125
S2950,5900,5356048/5899,907.95863705712827
S2951,5902,383832/281,1365.950177935943
S2952,5904,4310246/5903,730.17889208876841
S2953,5906,8723162/5905,1477.2501270110076
S2954,5908,1907342/1969,968.68562722194008
S2955,5910,5682020/5909,961.58740903706212
S2956,5912,6005124/5911,1015.9235323972255
S2957,5914,2915602/1971,1479.2501268391679
S2958,5916,51284/65,788.98461538461538
S2959,5918,8008240/5917,1353.4291025857699
S2960,5920,1597574/1973,809.7181956411556
S2961,5922,5679470/5921,959.20790407025845
S2962,5924,6581566/5923,1111.1879115313186
S2963,5926,2927444/1975,1482.2501265822784
S2964,5928,4152454/5927,700.59962881727688
S2965,5930,150574/121,1244.4132231404958
S2966,5932,2199784/1977,1112.6879109762267
S2967,5934,6418976/5933,1081.9106691387155
S2968,5936,5103628/5935,859.92047177759059
S2969,5938,2939310/1979,1485.2501263264276
S2970,5940,3831110/5939,645.07661222428021
S2971,5942,8829812/5941,1486.2501262413734
S2972,5944,2023440/1981,1021.4235234729935
S2973,5946,6873582/5945,1156.1954583683769
S2974,5948,6634996/5947,1115.6879098705228
S2975,5950,2040656/1983,1029.0751386787695
S2976,5952,4457062/5951,748.96017476054442
S2977,5954,8203394/5953,1378.0268772047707
S2978,5956,2217618/1985,1117.1879093198993
S2979,5958,6669048/5957,1119.5313077052208
S2980,5960,5100202/5959,855.8821949991609
S2981,5962,2709314/1987,1363.5198792148967
S2982,5964,4494776/5963,753.77762871038067
S2983,5966,8407064/5965,1409.3988264878458
S2984,5968,5972518/5967,1000.9247528071057
S2985,5970,5798210/5969,971.38716702965326
S2986,5972,6688642/5971,1120.1879082230782
S2987,5974,2849388/1991,1431.1341034655952
S2988,5976,4573472/5975,765.43464435146439
S2989,5978,7697738/5977,1287.8932574870337
S2990,5980,1673572/1993,839.72503763171096
S2991,5982,6957072/5981,1163.1954522655074
S2992,5984,5187796/5983,867.08942002339961
S2993,5986,411082/285,1442.3929824561403
S2994,5988,5224550/5987,872.64907299148149
S2995,5990,7528252/5989,1257.0131908498915
S2996,5992,1790410/1997,896.54982473710561
S2997,5994,6565686/5993,1095.5591523444018
S2998,5996,6742504/5995,1124.687906588824
S2999,5998,2999000/1999,1500.2501250625312
S3000,6000,560760/857,654.32905484247374
S3001,6002,9009002/6001,1501.2501249791701
S3002,6004,2115910/2001,1057.4262868565718
S3003,6006,5251532/6005,874.52656119900087
S3004,6008,6201768/6007,1032.4235059097718
S3005,6010,2526210/2003,1261.2131802296556
S3006,6012,5079320/6011,845.00415904175679
S3007,6014,1239488/859,1442.942956926659
S3008,6016,1971056/2005,983.07032418952622
S3009,6018,6547370/6017,1088.1452551105201
S3010,6020,377014/463,814.28509719222461
S3011,6022,3023044/2007,1506.250124564026
S3012,6024,4837850/6023,803.22928773036688
S3013,6026,8640742/6025,1434.1480497925311
S3014,6028,2070272/2009,1030.4987555998009
S3015,6030,5671892/6029,940.76828661469563
S3016,6032,5494594/6031,911.05853092356165
S3017,6034,2658422/2011,1321.9403281949278
S3018,6036,5308682/6035,879.64904722452366
S3019,6038,9117380/6037,1510.250124233891
S3020,6040,158740/183,867.43169398907105
S3021,6042,946514/863,1096.7717265353419
S3022,6044,6850876/6043,1133.6879033592586
S3023,6046,3047184/2015,1512.2501240694789
S3024,6048,4028138/6047,666.13825037208528
S3025,6050,6998390/6049,1156.9499090758802
S3026,6052,2140426/2017,1061.1928606841843
S3027,6054,7125564/6053,1177.1954402775484
S3028,6056,6301278/6055,1040.6734929810075
S3029,6058,2831002/2019,1402.1802872709261
S3030,6060,4460600/6059,736.19409143423002
S3031,6062,8049512/6061,1328.0831545949513
S3032,6064,143404/141,1017.049645390071
S3033,6066,6913278/6065,1139.8644682605111
S3034,6068,6568426/6067,1082.6480962584474
S3035,6070,368132/289,1273.8131487889273
S3036,6072,333800/467,714.77516059957179
S3037,6074,9226406/6073,1519.2501234974477
S3038,6076,1958056/2025,966.94123456790123
S3039,6078,7182176/6077,1181.8621030113543
S3040,6080,4925728/6079,810.28590228656026
S3041,6082,3083574/2027,1521.2501233349778
S3042,6084,441766/553,798.85352622061487
S3043,6086,8704684/6085,1430.5150369761709
S3044,6088,2122686/2029,1046.1734844751109
S3045,6090,5145062/6089,844.976515027098
S3046,6092,6960112/6091,1142.6879001805944
S3047,6094,2830792/2031,1393.7922205809946
S3048,6096,4822998/6095,791.30401968826902
S3049,6098,9299450/6097,1525.2501230113171
S3050,6100,1909414/2033,939.21003443187408
S3051,6102,6929480/6101,1135.7941321094902
S3052,6104,5574732/6103,913.44125839750939
S3053,6106,2996234/2035,1472.35085995086
S3054,6108,5436140/6107,890.1490093335517
S3055,6110,7137520/6109,1168.36143394991
S3056,6112,690208/679,1016.5066273932254
S3057,6114,7267514/6113,1188.8620971699656
S3058,6116,6394054/6115,1045.6343417825021
S3059,6118,2494620/2039,1223.4526728788621
S3060,6120,3852962/6119,629.67184180421634
S3061,6122,9372782/6121,1531.2501225289984
S3062,6124,180344/157,1148.687898089172
S3063,6126,1042296/875,1191.1954285714285
S3064,6128,6297328/6127,1027.7995756487678
S3065,6130,2628142/2043,1286.4131179637789
S3066,6132,4753202/6131,775.27352797259823
S3067,6134,9409556/6133,1534.2501222892549
S3068,6136,1972552/2045,964.5731051344743
S3069,6138,332102/323,1028.1795665634675
S3070,6140,846364/877,965.06727480045606
S3071,6142,3026624/2047,1478.5657059110895
S3072,6144,4899500/6143,797.57447501220906
S3073,6146,8274314/6145,1346.5116354759969
S3074,6148,747830/683,1094.9194729136163
S3075,6150,5990876/6149,974.28459912180847
S3076,6152,6502674/6151,1057.1734677288246
S3077,6154,423846/293,1446.5733788395905
S3078,6156,5069864/6155,823.69845653939888
S3079,6158,9483320/6157,1540.250121812571
S3080,6160,1438726/2053,700.79201169020951
S3081,6162,6779298/6161,1100.3567602661906
S3082,6164,6733546/6163,1092.5760181729677
S3083,6166,3169324/2055,1542.2501216545013
S3084,6168,724604/881,822.47900113507376
S3085,6170,7987702/6169,1294.8130977467986
S3086,6172,2381364/2057,1157.6878949927079
S3087,6174,6285696/6173,1018.2562773367893
S3088,6176,333838/325,1027.1938461538462
S3089,6178,3181670/2059,1545.2501214181641
S3090,6180,4639766/6179,750.89270108431788
S3091,6182,8739772/6181,1413.9737906487624
S3092,6184,2190170/2061,1062.6734594856866
S3093,6186,7439702/6185,1202.8620856911884
S3094,6188,5535256/6187,894.65912396961369
S3095,6190,2679864/2063,1299.0130877363063
S3096,6192,4745952/6191,766.5889193991278
S3097,6194,9063794/6193,1463.5546584853867
S3098,6196,2399918/2065,1162.1878934624697
S3099,6198,7468596/6197,1205.1954171373245
S3100,6200,5341760/6199,861.71317954508788
S3101,6202,2808634/2067,1358.7972907595549
S3102,6204,5048156/6203,813.82492342414957
S3103,6206,9228064/6205,1487.1980660757454
S3104,6208,6366986/6207,1025.7750926373449
S3105,6210,832874/887,938.97857948139801
S3106,6212,7236982/6211,1165.187892448881
S3107,6214,2978948/2071,1438.4104297440849
S3108,6216,401798/565,711.14690265486729
S3109,6218,9668990/6217,1555.2501206369632
S3110,6220,675568/691,977.66714905933429
S3111,6222,7002392/6221,1125.6055296576112
S3112,6224,6496342/6223,1043.9244737264985
S3113,6226,2954934/2075,1424.0645783132529
S3114,6228,419366/479,875.50313152400838
S3115,6230,7079428/6229,1136.5272114304062
S3116,6232,2065908/2077,994.6596051998074
S3117,6234,7555614/6233,1212.1954115193325
S3118,6236,7293004/6235,1169.6878909382517
S3119,6238,3243760/2079,1560.2501202501203
S3120,6240,3952748/6239,633.55473633595125
S3121,6242,9743762/6241,1561.2501201730493
S3122,6244,2130882/2081,1023.9702066314272
S3123,6246,7330088/6245,1173.7530824659727
S3124,6248,6075838/6247,972.60092844565395
S3125,6250,8144270/6249,1303.2917266762681
S3126,6252,42824/47,911.14893617021278
S3127,6254,9443464/6253,1510.2293299216376
S3128,6256,661992/695,952.50647482014392
S3129,6258,6644210/6257,1061.8842895956529
S3130,6260,6158650/6259,983.96708739415237
